idmaster,onet_task,idusing,onet_task1,similscore
943,assist clients in selecting frames according to style color ensure that frames are coordinated with facial eye measurements optical prescriptions,441,write present publish reports that record site history methodology artifact analysis results along with recommendations conserving interpreting findings,0.7111
10865,read current literature talk with colleagues continue education participate in professional organizations conferences to keep abreast of developments in geographic information systems (gis) technology equipment systems,1,adjust controls of equipment to control particle beam movement pulse rates energy intensity radiation according to specifications,0.7111
3610,determine map content layout as well as production specifications such as scale size projection colours direct production to ensure that specifications are followed,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.711
7832,modify cooking forming operations based on the results of sampling processes adjusting time cycles ingredients to achieve desired qualities such as firmness texture,337,present information using a variety of instructional techniques formats such as role playing simulations team exercises group discussions videos lectures,0.711
3941,develop operation safety maintenance procedures assist in their development,159,develop recommend manage security procedures operations processes such as security call centers system acquisition development maintenance access control program models reporting tools,0.711
7994,monitor material flow instruments such as temperature pressure gauges indicators meters to ensure optimal processing conditions,383,review financial periodicals stock bond reports business publications other material to identify potential investments clients to keep abreast of trends affecting market conditions,0.711
2564,confer with health care professionals to determine the best recruitment practices studies,166,develop tests questionnaires procedures that measure the effectiveness of curricula use these tools to determine whether program objectives are being met,0.711
6797,keep abreast of developments in document management technologies techniques by reviewing current literature talking with colleagues participating in educational programs attending meetings workshops participating in professional organizations conferences,96,consult with other professionals agencies universities to discuss therapies treatments counseling resources techniques to share occupational information,0.711
2213,conduct acceptance tests vendor-qualification protocols surveys audits corrective-action reviews performance monitoring of incoming materials components to ensure conformance to specifications,263,monitor analyze sales records trends economic conditions to anticipate consumer buying patterns determine what the company will sell how much inventory is needed,0.711
2471,conduct studies of appeals procedures in field agencies to ensure adherence to legal requirements to facilitate determination of cases,406,summarize pertinent legal insurance details sections of statutes case law from reference books so that they can be used in examinations as proofs ready reference,0.711
12245,select administer score interpret psychological tests to obtain information on individuals intelligence achievements interests personalities,105,coordinate sales other promotional strategies with merchandising operations inventory control staff to ensure product catalogs are current accurate organized best findability against user intent,0.711
9815,position radiation fields radiation beams patient to allow most effective treatment of patients disease using computer,97,consult with patients following radiation treatments to provide information assess outcomes to recommend further consultation treatments as appropriate,0.711
7950,monitor functioning of equipment to ensure system operates in conformance with specifications,72,communicate freight transportation information to customers suppliers using transportation management electronic logistics marketplace electronic freight information systems to improve efficiency speed quality of transportation services,0.711
7150,maintain calibrate repair plant instrumentation control electronic devices in geothermal plants,53,build calibrate maintain troubleshoot repair electrical instruments testing equipment,0.711
1118,attend meetings trade shows conferences conventions seminars to network with people in other purchasing departments,230,inspect used parts to determine changes in dimensional requirements using rules calipers micrometers other measuring instruments,0.711
6115,inspect electronic equipment instruments products systems to ensure conformance to specifications safety standards applicable codes regulations,72,communicate freight transportation information to customers suppliers using transportation management electronic logistics marketplace electronic freight information systems to improve efficiency speed quality of transportation services,0.711
2185,compute dimensions tolerances angles of workpieces machines according to specifications knowledge of metal properties shop mathematics,428,verify conformance of patterns template dimensions to specifications using measuring instruments such as calipers scales micrometers,0.711
6430,install mechanical linkages actuators using tensiometers to verify tension of cables,55,calculate dimensions tolerances using instruments such as micrometers vernier calipers,0.711
3705,determine which sites violation reports to investigate coordinate compliance enforcement activities with other government agencies,291,perform monitoring activities to ensure that ships comply with international regulations standards life saving equipment pollution preventatives,0.7109
7747,meet with families probation officers police other interested parties to exchange necessary information during the treatment process,92,confer with systems analysts engineers programmers others to design system to obtain information on project limitations capabilities performance requirements interfaces,0.7109
9246,perform general nursery duties such as propagating standard varieties of plant materials collecting germinating seeds maintaining cuttings of plants controlling environmental conditions,24,analyze implement engineering designs producing electronic devices systems microprocessor-based control applications applying principles of mathematics digital signal processing network analysis computer engineering,0.7109
6360,install calibrate operate maintain robots,236,integrate online retailing strategy with physical catalogue retailing operations,0.7109
118,adjust machine components to regulate speeds pressures temperatures amounts dimensions flow of materials ingredients,18,analyze data such as interview notes test results reference manuals to identify symptoms to diagnose the nature of clients problems,0.7109
2091,compile information such as production rates progress materials inventories materials used customer information so that status reports can be completed,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7109
9519,place glass into dies moulds of presses control presses to form products such as glassware components optical blanks,425,use microcontrollers to develop control signals implement control algorithms measure process variables such as temperatures pressures positions,0.7109
8449,obtain customers names addresses billing information product numbers specifications of items to be purchased enter this information on order forms,349,provide customers with information about the uses effects interactions of drugs,0.7109
9117,perform administrative duties such as tracking inventory sales submitting patient insurance information performing simple bookkeeping,124,design information storage retrieval systems develop procedures collecting organizing interpreting classifying information,0.7109
7747,meet with families probation officers police other interested parties to exchange necessary information during the treatment process,96,consult with other professionals agencies universities to discuss therapies treatments counseling resources techniques to share occupational information,0.7109
14234,weigh measure materials products to ensure conformance to specifications,251,measure dimensions of products to verify conformance to specifications using measuring instruments such as rulers calipers gauges micrometers,0.7109
2639,confer with supervisor to determine project details such as plan preparation acceptance testing evaluation of field conditions,355,provide refer patients to other providers education counseling on topics such as genetic testing newborn care contraception breastfeeding,0.7109
8659,operate machines to process materials in compliance with applicable safety energy environmental regulations,156,develop plans materials to communicate activities undertaken by organizations that are beneficial to the environment public safety other important social issues,0.7109
1395,change alignment adjustment of sanding cutting boring machine guides to prevent defects in finished products using hand tools,426,use sales forecasting strategic planning to ensure the sale profitability of products lines services analyzing business developments monitoring market trends,0.7109
12038,review work orders specifications instructions to determine materials ingredients procedures components settings adjustments extruding forming pressing compacting machines,251,measure dimensions of products to verify conformance to specifications using measuring instruments such as rulers calipers gauges micrometers,0.7109
850,assess patients psychological emotional needs such as those relating to stress fear of test results financial issues marital conflicts to make referral recommendations assist patients in managing test outcomes,97,consult with patients following radiation treatments to provide information assess outcomes to recommend further consultation treatments as appropriate,0.7108
3841,develop implement research methodologies statistical analysis plans to test evaluate developmental prototypes used in new products processes such as cockpit designs user workstations computerized human models,46,assist engineers to design develop electrochemical devices such as solid oxide membranes other products sustainable applications,0.7108
11226,record specifications production operations final dimensions of models use in establishing operating standards procedures,354,provide public education consultation to other professionals groups regarding counseling services issues methods,0.7108
2407,conduct regular reviews of property within jurisdictions to determine changes in property due to construction demolition,269,monitor nuclear facility operations to identify any design construction operation practices that violate safety regulations laws that could jeopardize the safety of operations,0.7108
14182,warn persons of rule infractions violations apprehend evict violators from premises using force when necessary,337,present information using a variety of instructional techniques formats such as role playing simulations team exercises group discussions videos lectures,0.7108
2744,consult with construction renovation clients other engineers on topics such as leadership in energy environmental design (leed) green buildings,355,provide refer patients to other providers education counseling on topics such as genetic testing newborn care contraception breastfeeding,0.7108
899,assign dressing room facilities locker space clothing containers to patrons of athletic bathing establishments,57,care children elderly persons by overseeing their activities providing companionship assisting them with dressing bathing eating other needs,0.7108
1134,attend staff conferences to provide management with information proposals concerning the promotion distribution design pricing of company products services,354,provide public education consultation to other professionals groups regarding counseling services issues methods,0.7108
6070,inspect buildings to locate hazardous conditions fire code violations such as accumulations of combustible material electrical wiring problems inadequate non-functional fire exits,369,recommend instructional methods such as individual group instruction self-study lectures demonstrations simulation exercises role-playing appropriate content learner characteristics,0.7108
10666,provide patients with assistance in bathing dressing grooming demonstrating these skills as necessary,312,prepare data processing by organizing information checking any inaccuracies adjusting weighting the raw data,0.7107
11974,review information about transfers of property to ensure its accuracy checking basic information on buyers sellers sales prices making corrections as necessary,371,record information such as computer operating time problems that occurred actions taken,0.7107
6279,inspect test equipment circuits to identify malfunctions defects using wiring diagrams testing devices such as ohmmeters voltmeters ammeters,428,verify conformance of patterns template dimensions to specifications using measuring instruments such as calipers scales micrometers,0.7107
2836,contact workers in work stations other departments to request movement of materials products machinery to notify them of incoming shipments their estimated delivery times,383,review financial periodicals stock bond reports business publications other material to identify potential investments clients to keep abreast of trends affecting market conditions,0.7107
8657,operate machines to cut multiple layers of fabric into parts articles such as canvas goods house furnishings garments hats stuffed toys,427,verify conformance of parts to stock lists blueprints using measuring instruments such as calipers gauges micrometers,0.7107
11966,review financial records such as income statements documentation of expenditures to determine forms needed to prepare tax returns,18,analyze data such as interview notes test results reference manuals to identify symptoms to diagnose the nature of clients problems,0.7107
3031,copy summarize recorded documents such as mortgages trust deeds contracts that affect property titles,315,prepare draft legal documents such as wills deeds patent applications mortgages leases contracts,0.7107
2718,construct receive casts impressions of patients torsos limbs use as cutting fabrication patterns,428,verify conformance of patterns template dimensions to specifications using measuring instruments such as calipers scales micrometers,0.7107
11180,record operational data such as temperatures pressures ingredients used processing times test results,409,synthesize analyses of test results use the results to prepare technical reports of findings recommendations,0.7107
11579,repair products by dismantling straightening reshaping reassembling parts using cutting torches straightening presses hand tools,193,examine drawings negatives photographic prints to determine coloring shading accenting other changes required retouching restoration,0.7107
268,advise clients in areas such as compensation employee health care benefits the design of accounting data processing systems long-range tax estate plans,345,provide consultation to clients other engineers on topics such as climate control systems energy modeling data logging energy management control systems lighting daylighting design sustainable design energy auditing,0.7106
11019,recommend appropriate mobility devices systems such as human guides dog guides long canes electronic travel aids (etas) other adaptive mobility devices (amds),46,assist engineers to design develop electrochemical devices such as solid oxide membranes other products sustainable applications,0.7106
7540,manage the development design construction of energy conservation projects to ensure acceptability of budgets time lines conformance to federal state laws adherence to approved specifications,269,monitor nuclear facility operations to identify any design construction operation practices that violate safety regulations laws that could jeopardize the safety of operations,0.7106
2515,confer with clergy members congregational officials congregational organizations to encourage support of participation in religious education activities,269,monitor nuclear facility operations to identify any design construction operation practices that violate safety regulations laws that could jeopardize the safety of operations,0.7106
7895,monitor construction activities to ensure that environmental regulations are not violated,174,direct coordinate construction erection decoration activities in order to ensure that sets exhibits meet design budget schedule requirements,0.7106
3516,design provide music therapy experiences to address client needs such as using music self-care adjusting to life changes improving cognitive functioning raising self-esteem communicating controlling impulses,426,use sales forecasting strategic planning to ensure the sale profitability of products lines services analyzing business developments monitoring market trends,0.7106
9029,participate in recreational activities with patients including card games sports television viewing,293,plan coordinate activities concerned with investigating resolving customers reports of technical problems with aircraft aerospace vehicles,0.7106
9451,perform therapeutic procedures such as injections immunizations suturing wound care infection management,371,record information such as computer operating time problems that occurred actions taken,0.7106
4767,engage in professional development activities such as taking continuing education classes attending participating in conferences workshops professional meetings associations,24,analyze implement engineering designs producing electronic devices systems microprocessor-based control applications applying principles of mathematics digital signal processing network analysis computer engineering,0.7106
5828,identify modifications to engines fuel systems emissions control equipment other vehicle systems to determine the impact of modifications on inspection procedures conclusions,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7106
14071,verify alignment of workpieces on machines using measuring instruments such as rules gauges callipers,254,measure parts to determine tolerances using precision measuring instruments such as micrometers calipers verniers,0.7106
2214,conduct administer fiscal operations including accounting planning budgets authorizing expenditures establishing rates services coordinating financial reporting,441,write present publish reports that record site history methodology artifact analysis results along with recommendations conserving interpreting findings,0.7106
12539,set up arrange remove decorations tables chairs ladders scaffolding to prepare facilities events such as banquets meetings,137,determine types quantities of crops livestock to be raised according to factors such as market conditions federal programs incentives soil conditions,0.7106
6244,inspect proposed sites to identify structural elements of land areas other important site information such as soil condition existing landscaping the proximity of water management facilities,8,advise food service managers organizations on sanitation safety procedures menu development budgeting planning to assist with the establishment operation evaluation of food service facilities nutrition programs,0.7105
8263,negotiate with colleagues members of other political parties in order to reconcile differing interests to create policies agreements,383,review financial periodicals stock bond reports business publications other material to identify potential investments clients to keep abreast of trends affecting market conditions,0.7105
8686,operate nanotechnology compounding testing processing production equipment in accordance with appropriate standard operating procedures good manufacturing practices hazardous material restrictions health safety requirements,159,develop recommend manage security procedures operations processes such as security call centers system acquisition development maintenance access control program models reporting tools,0.7105
13638,tour grounds such as parks botanical gardens cemeteries golf courses to inspect conditions of plants soil,210,gather historical data from sources such as archives court records diaries news files photographs as well as collect data sources such as books pamphlets periodicals,0.7105
5035,evaluate patients post-surgical post-anaesthesia responses taking appropriate corrective actions requesting consultation if complications occur,141,develop communications materials advertisements presentations public relations initiatives to promote awareness of green products technologies,0.7105
5557,gather evidence to formulate defence to initiate legal actions by such means as interviewing clients witnesses to ascertain the facts of a case,18,analyze data such as interview notes test results reference manuals to identify symptoms to diagnose the nature of clients problems,0.7105
4163,direct activities of one more workers who assist in preparing serving meals,318,prepare forms manuals accounting bookkeeping personnel direct their work activities,0.7105
5183,examine lifting conveying devices such as elevators escalators moving sidewalks hoists inclined railways ski lifts amusement rides to ensure safety proper functioning,429,verify dimensions alignments clearances of finished parts conformance to specifications using measuring instruments such as calipers gauge blocks micrometers dial indicators,0.7105
2429,conduct research that tests analyses the feasibility design operation performance of equipment components systems,92,confer with systems analysts engineers programmers others to design system to obtain information on project limitations capabilities performance requirements interfaces,0.7105
2903,coordinate conduct internal investigations of problems such as employee theft violations of corporate loss prevention policies,105,coordinate sales other promotional strategies with merchandising operations inventory control staff to ensure product catalogs are current accurate organized best findability against user intent,0.7105
8923,oversee the preparation care of the remains of people who have died,44,assess the nature level of threats so that the scope of the problem can be determined,0.7105
10550,provide consultative services in areas such as equipment product evaluation plant construction layout food safety systems,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7105
2765,consult with other professionals agencies universities to discuss therapies treatments counselling resources techniques to share occupational information,141,develop communications materials advertisements presentations public relations initiatives to promote awareness of green products technologies,0.7105
11942,review documents such as production schedules work orders staffing tables to determine personnel materials requirements material priorities,432,weigh measure materials equipment products to maintain relevant records using volume meters scales rules calipers,0.7105
8336,observe equipment operations so that malfunctions can be detected notify operators of any malfunctions,269,monitor nuclear facility operations to identify any design construction operation practices that violate safety regulations laws that could jeopardize the safety of operations,0.7105
2772,consult with provide consultation to other doctors therapists clinicians regarding patient care,355,provide refer patients to other providers education counseling on topics such as genetic testing newborn care contraception breastfeeding,0.7105
7957,monitor gauges recording instruments flowmeters products to ensure that specified conditions are maintained,441,write present publish reports that record site history methodology artifact analysis results along with recommendations conserving interpreting findings,0.7105
2902,coordinate conduct educational programs in-service training sessions on topics such as clinical procedures,354,provide public education consultation to other professionals groups regarding counseling services issues methods,0.7104
8445,obtain credit information about prospective customers,100,contact prospective customers to determine customer needs present information explain available services,0.7104
10167,prepare reports on the operation of conservation laboratories documenting the condition of artifacts treatment options the methods of preservation repair used,313,prepare direct preparation of correspondence reports operations maintenance safety manuals,0.7104
10553,provide counselling to patient family members by providing information education reassurance,301,plan evaluate modify treatment programs based on information gathered by observing interviewing patients by analyzing patient records,0.7104
8139,monitor web developments through continuing education reading participation in professional conferences workshops groups,354,provide public education consultation to other professionals groups regarding counseling services issues methods,0.7104
3429,design domestic industrial water wastewater treatment plants including advanced facilities with sequencing batch reactors (sbr) membranes lift stations headworks surge overflow basins ultraviolet disinfection systems aerobic digesters sludge lagoons control buildings,428,verify conformance of patterns template dimensions to specifications using measuring instruments such as calipers scales micrometers,0.7104
9979,prepare documentation containing information such as confidential descriptions specifications of proprietary hardware software product development introduction schedules product costs information about product performance weaknesses,332,prepare reports to communicate information such as contamination test results decontamination results decontamination procedures,0.7104
1228,broadcast weather conditions forecasts severe weather warnings to the public via television radio the internet provide this information to the news media,449,write to customers in their terms on their level so that the advertisers sales message is more readily received,0.7104
14149,visit congregational members homes arrange pastoral visits to provide information resources regarding religious education programs,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7104
10668,provide patients with contraceptive family planning information,346,provide counseling to patient family members by providing information education reassurance,0.7104
3519,design robotics applications manufacturers of green products such as wind turbines solar panels to increase production time eliminate waste reduce costs,355,provide refer patients to other providers education counseling on topics such as genetic testing newborn care contraception breastfeeding,0.7104
6560,instruct students using adapted physical education techniques to improve physical fitness gross motor skills perceptual motor skills sports game achievement,90,confer with parents administrators testing specialists social workers professionals to develop individual educational plans designed to promote students educational physical social development,0.7104
10690,provide recommendations solutions in crisis situations such as workplace violence protests demonstrations,337,present information using a variety of instructional techniques formats such as role playing simulations team exercises group discussions videos lectures,0.7104
4498,disseminate information by writing reports scientific papers journal articles by making presentations giving talks schools clubs interest groups park interpretive programs,291,perform monitoring activities to ensure that ships comply with international regulations standards life saving equipment pollution preventatives,0.7104
10567,provide direct care by performing comprehensive health assessments developing differential diagnoses conducting specialized tests prescribing medications treatments,252,measure ingredients mix molding casting material sealing compounds to prescribed consistencies according to formulas,0.7104
6065,inspect buildings building designs to determine fire protection system requirements potential problems in areas such as water supplies exit locations construction materials,141,develop communications materials advertisements presentations public relations initiatives to promote awareness of green products technologies,0.7104
11204,record progress of investigation maintain informational files on suspects submit reports to commanding officer magistrate to authorize warrants,332,prepare reports to communicate information such as contamination test results decontamination results decontamination procedures,0.7103
2765,consult with other professionals agencies universities to discuss therapies treatments counselling resources techniques to share occupational information,166,develop tests questionnaires procedures that measure the effectiveness of curricula use these tools to determine whether program objectives are being met,0.7103
4910,establish zero reference points on workpieces such as at the intersections of two edges over hole locations,96,consult with other professionals agencies universities to discuss therapies treatments counseling resources techniques to share occupational information,0.7103
6797,keep abreast of developments in document management technologies techniques by reviewing current literature talking with colleagues participating in educational programs attending meetings workshops participating in professional organizations conferences,243,keep informed regarding pending industry changes trends best practices assess the potential impact of these changes on organizational processes,0.7103
6166,inspect installation sites study work orders building plans installation manuals to determine materials requirements installation procedures,92,confer with systems analysts engineers programmers others to design system to obtain information on project limitations capabilities performance requirements interfaces,0.7103
13212,supervise pest weed control operations including locating identifying pests weeds selecting chemicals application methods scheduling application,290,perform clerical duties such as composing typing proofreading documents scheduling appointments meetings handling mail posting public notices,0.7103
7666,measure inspect machined parts to ensure conformance to product specifications,135,determine map content layout as well as production specifications such as scale size projection colors direct production to ensure that specifications are followed,0.7103
3979,develop processes procedures wind operations including transitioning from construction to commercial operations,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7103
6761,issue distribute materials products parts supplies to customers coworkers based on information from incoming requisitions,92,confer with systems analysts engineers programmers others to design system to obtain information on project limitations capabilities performance requirements interfaces,0.7103
6801,keep abreast of game design technology techniques industry trends audience interests reactions needs by reviewing current literature talking with colleagues participating in educational programs attending meetings workshops participating in professional organizations conferences,334,prepare shipping documentation such as including bills of lading packing lists dock receipts certificates of origin,0.7103
12128,schedule dispatch workers work crews equipment service vehicles to appropriate locations according to customer requests specifications needs using radios telephones,444,write reports record data on testing techniques laboratory equipment specifications to assist engineers,0.7102
9979,prepare documentation containing information such as confidential descriptions specifications of proprietary hardware software product development introduction schedules product costs information about product performance weaknesses,374,research reference materials analyze production data consult with interested parties to develop ideas new products,0.7102
8017,monitor operation of machines make adjustments to correct problems ensure conformance to specifications,72,communicate freight transportation information to customers suppliers using transportation management electronic logistics marketplace electronic freight information systems to improve efficiency speed quality of transportation services,0.7102
10351,preserve process analyze items of evidence obtained from crime scenes suspects placing them in proper containers destroying evidence no longer needed,14,analyze characterize user experiences institutional settings to assist consumer product developers technology developers software engineers with the design of innovative products services,0.7102
5778,identify corrective actions necessary to bring properties into compliance with applicable fire codes laws regulations standards explain these measures to property owners their representatives,137,determine types quantities of crops livestock to be raised according to factors such as market conditions federal programs incentives soil conditions,0.7102
4721,educate patients on topics such as meditation ergonomics stretching exercise nutrition the healing process breathing relaxation techniques,8,advise food service managers organizations on sanitation safety procedures menu development budgeting planning to assist with the establishment operation evaluation of food service facilities nutrition programs,0.7102
8031,monitor patients changes in status indications of conditions such as sepsis shock institute appropriate interventions,266,monitor industry websites publications information about patches releases viruses potential problem identification,0.7102
9965,prepare deliver lectures to undergraduate graduate students on topics such as public health stress management work site health promotion,358,provide students with information on such topics as college degree programs admission requirements financial aid opportunities trade technical schools apprenticeship programs,0.7102
10554,provide counselling to radiologic patients to explain the processes risks benefits alternative treatments,141,develop communications materials advertisements presentations public relations initiatives to promote awareness of green products technologies,0.7102
6705,investigate damage accidents delays at construction sites to ensure that proper construction procedures are being followed,369,recommend instructional methods such as individual group instruction self-study lectures demonstrations simulation exercises role-playing appropriate content learner characteristics,0.7102
7224,maintain fire suppression equipment in good condition checking equipment periodically to ensure that it is ready use,260,modify maintain repair electronics equipment systems to ensure that they function properly,0.7102
6500,institute civil criminal prosecutions cooperate with other law enforcement agencies in the investigation prosecution of those in violation of immigration customs laws,286,organize information publication other means of dissemination such as use in cd-roms internet sites,0.7102
4212,direct coordinate manufacturing construction installation maintenance support documentation testing activities to ensure compliance with specifications codes customer requirements,229,inspect security design features installations programs to ensure compliance with applicable standards regulations,0.7101
6073,inspect camp sites to ensure that campers are in compliance with forest use regulations,228,inspect public establishments to ensure compliance with rules regulations,0.7101
2420,conduct research on cell organization function including mechanisms of gene expression cellular bioinformatics cell signalling cell differentiation,118,design conduct studies to determine optimal conditions cell growth protein production protein virus expression recovery using chromatography separation filtration equipment such as centrifuges bioreactors,0.7101
5197,examine measure weigh materials products to verify conformance to specifications using measuring devices such as rulers micrometers scales,431,verify dimensions of products using measuring instruments such as calipers vernier gauges protractors,0.7101
13188,supervise monitor hydroelectric facility operations to ensure that generation mechanical equipment conform to applicable regulations standards,269,monitor nuclear facility operations to identify any design construction operation practices that violate safety regulations laws that could jeopardize the safety of operations,0.7101
7651,measure energy usage with devices such as data loggers universal data recorders light meters sling psychrometers psychrometric charts flue gas analyzers amp probes watt meters volt meters thermometers utility meters,55,calculate dimensions tolerances using instruments such as micrometers vernier calipers,0.7101
9253,perform general warehouse activities such as opening containers crates filling warehouse orders assisting in taking inventory weighing checking materials,312,prepare data processing by organizing information checking any inaccuracies adjusting weighting the raw data,0.7101
13214,supervise production testing processes in industrial settings such as metal refining facilities smelting foundry operations non-metallic materials production operations,34,answer questions from passengers concerning train rules stations timetable information,0.7101
11560,repair machines equipment structures using tools such as hammers hoists saws drills wrenches equipment such as precision measuring instruments electrical electronic testing devices,427,verify conformance of parts to stock lists blueprints using measuring instruments such as calipers gauges micrometers,0.7101
1113,attend meetings professional seminars conferences to keep abreast of changes in executive legislative directives new technologies impacting security operations,137,determine types quantities of crops livestock to be raised according to factors such as market conditions federal programs incentives soil conditions,0.7101
8426,observe the structure properties of matter the transformation propagation of energy using equipment such as masers lasers telescopes to explore identify the basic principles governing these phenomena,145,develop deliver proposals presentations on topics such as the purchase sale of energy,0.7101
482,answer customers questions about services prices availability credit terms,73,communicate to faculty students other users availability of changes to distance learning courses materials programs services applications,0.7101
6816,keep informed of federal state local regulations affecting emergency plans ensure that plans adhere to those regulations,406,summarize pertinent legal insurance details sections of statutes case law from reference books so that they can be used in examinations as proofs ready reference,0.7101
10109,prepare patients examinations tests treatments explain procedures,203,explain procedures to patients to reduce anxieties obtain cooperation,0.7101
12014,review records reports concerning laboratory results staffing floor plans fire inspections sanitation to gather information the development enforcement of safety activities,211,gather information from doctors schools social workers juvenile counselors law enforcement personnel others to make recommendations to courts resolution of child custody visitation disputes,0.71
415,analyze information from interviews educational medical records consultation with other professionals diagnostic evaluations to assess clients abilities needs eligibility services,383,review financial periodicals stock bond reports business publications other material to identify potential investments clients to keep abreast of trends affecting market conditions,0.71
697,arrange physical mental academic vocational other evaluations to obtain information assessing clients needs developing rehabilitation plans,83,conduct research to develop methodologies instrumentation procedures medical application analyzing data presenting findings to the scientific audience general public,0.71
8067,monitor quality of remote sensing data collection operations to determine if procedural equipment changes are necessary,105,coordinate sales other promotional strategies with merchandising operations inventory control staff to ensure product catalogs are current accurate organized best findability against user intent,0.71
5152,examine eyes using observation instruments pharmaceutical agents to determine visual acuity perception focus coordination to diagnose diseases other abnormalities such as glaucoma color blindness,286,organize information publication other means of dissemination such as use in cd-roms internet sites,0.71
9172,perform contract others to perform pre-building assessments such as conceptual cost estimating rough order of magnitude estimating feasibility energy efficiency environmental sustainability assessments,270,monitor student performance assist students in academic environments such as classrooms laboratories computing centers,0.71
12301,select install machine components such as dies moulds cutters according to specifications using hand tools measuring devices,230,inspect used parts to determine changes in dimensional requirements using rules calipers micrometers other measuring instruments,0.71
10416,produce data layers maps tables reports using spatial analysis procedures geographic information systems (gis) technology equipment systems,92,confer with systems analysts engineers programmers others to design system to obtain information on project limitations capabilities performance requirements interfaces,0.71
7294,maintain operations records such as work orders site inspection forms other documentation,407,supply guests travelers with directions travel information other information such as available services points of interest,0.71
9317,perform nursing duties such as administering medications measuring vital signs collecting specimens drawing blood samples,429,verify dimensions alignments clearances of finished parts conformance to specifications using measuring instruments such as calipers gauge blocks micrometers dial indicators,0.71
13262,supervise the work of office administrative customer service employees to ensure adherence to quality standards deadlines proper procedures correcting errors problems,14,analyze characterize user experiences institutional settings to assist consumer product developers technology developers software engineers with the design of innovative products services,0.71
6644,interview persons present at death scenes to obtain information useful in determining the manner of death,286,organize information publication other means of dissemination such as use in cd-roms internet sites,0.71
7315,maintain production records such as quantities dimensions thicknesses of materials processed,35,apply modeling quantitative analysis to forecast events such as human decisions behaviors the structure processes of organizations the attitudes actions of human groups,0.71
9057,participate in training continuing education activities to stay abreast of engineering industry advances,312,prepare data processing by organizing information checking any inaccuracies adjusting weighting the raw data,0.71
3879,develop maintain an institutions registration cataloguing basic record-keeping systems using computer databases,124,design information storage retrieval systems develop procedures collecting organizing interpreting classifying information,0.71
6119,inspect equipment monitor operating conditions meters gauges to determine load requirements detect malfunctions,174,direct coordinate construction erection decoration activities in order to ensure that sets exhibits meet design budget schedule requirements,0.7099
